run_id,generation,best_fitness,avg_fitness,best_coverage,best_bugs,cumulative_bugs,novelty,diversity,avg_input_length,avg_input_length_pop
2,56,0.428180,0.422777,0.545455,3,3,0.568182,0.803187,27.68,27.06
2,57,0.439072,0.422347,0.568182,3,3,0.568182,0.802230,27.77,26.87
2,58,0.428227,0.422668,0.545455,3,3,0.568182,0.802479,28.57,27.25
2,59,0.439179,0.420386,0.568182,3,3,0.568182,0.802635,28.52,27.59
3,0,0.448674,0.399727,0.500000,2,3,0.545455,0.769677,25.87,26.26
3,1,0.422400,0.401809,0.545455,3,3,0.568182,0.769813,30.24,25.83
3,2,0.425013,0.405909,0.545455,3,3,0.568182,0.768598,28.37,26.18
3,3,0.425207,0.406715,0.545455,3,3,0.568182,0.774493,27.81,25.95
3,4,0.425287,0.408847,0.545455,3,3,0.568182,0.774260,26.68,26.16
3,5,0.426080,0.406193,0.545455,3,3,0.568182,0.775177,26.35,26.88
3,6,0.425862,0.412239,0.545455,3,3,0.568182,0.776133,25.81,27.81
3,7,0.425631,0.412589,0.545455,3,3,0.568182,0.775993,28.33,26.09
3,8,0.425668,0.412517,0.545455,3,3,0.568182,0.776966,24.32,26.41
3,9,0.426400,0.412542,0.545455,3,3,0.568182,0.779424,25.76,26.38
3,10,0.425521,0.413999,0.545455,3,3,0.568182,0.779053,26.07,26.03
3,11,0.426169,0.414356,0.545455,3,3,0.568182,0.778345,26.00,25.69
3,12,0.425815,0.410859,0.545455,3,3,0.568182,0.777852,25.28,26.43
3,13,0.425965,0.413650,0.545455,3,3,0.568182,0.778962,26.61,25.82
3,14,0.426247,0.410909,0.545455,3,3,0.568182,0.778303,25.15,25.51
3,15,0.426066,0.412946,0.545455,3,3,0.568182,0.779080,29.91,25.06
3,16,0.426017,0.412960,0.545455,3,3,0.568182,0.781392,26.88,25.18
3,17,0.425973,0.408536,0.545455,3,3,0.568182,0.780544,26.41,25.27
3,18,0.425867,0.413537,0.545455,3,3,0.568182,0.782025,26.94,25.59
3,19,0.426395,0.412853,0.545455,3,3,0.568182,0.782717,28.32,25.39
3,20,0.426409,0.412948,0.545455,3,3,0.568182,0.783508,26.21,25.83
3,21,0.426657,0.413969,0.545455,3,3,0.568182,0.784804,32.89,26.13
3,22,0.426651,0.414316,0.545455,3,3,0.568182,0.783626,26.89,26.38
